"city_id","canonical_name","source_count","passed","manifest"
"city_254d227a","Fort Collins, CO","9","True",".\data\clients\black_dragon\production_runtime\city_254d227a\production_asset_manifest.json"
"city_47b59fac","Fort Worth, TX","0","False",".\data\clients\black_dragon\production_runtime\city_47b59fac\production_asset_manifest.json"
"city_c94decbe","Fresno, CA","9","True",".\data\clients\black_dragon\production_runtime\city_c94decbe\production_asset_manifest.json"
"city_5c4c1c64","Grand Rapids, MI","9","True",".\data\clients\black_dragon\production_runtime\city_5c4c1c64\production_asset_manifest.json"
"city_0e003b8d","Greensboro, NC","0","False",".\data\clients\black_dragon\production_runtime\city_0e003b8d\production_asset_manifest.json"
"city_400670ba","Gresham, OR","9","True",".\data\clients\black_dragon\production_runtime\city_400670ba\production_asset_manifest.json"
"city_fc1b220f","Henderson, NV","9","True",".\data\clients\black_dragon\production_runtime\city_fc1b220f\production_asset_manifest.json"
"city_bf66ad64","Hillsboro, OR","9","True",".\data\clients\black_dragon\production_runtime\city_bf66ad64\production_asset_manifest.json"
"city_0a922e63","Houston, TX","0","False",".\data\clients\black_dragon\production_runtime\city_0a922e63\production_asset_manifest.json"
"city_3fbbe606","Idaho Falls, ID","9","True",".\data\clients\black_dragon\production_runtime\city_3fbbe606\production_asset_manifest.json"
"city_16a23f41","Independence, MO","9","True",".\data\clients\black_dragon\production_runtime\city_16a23f41\production_asset_manifest.json"
"city_1ae44e4f","Indianapolis, IN","9","True",".\data\clients\black_dragon\production_runtime\city_1ae44e4f\production_asset_manifest.json"
"city_7e936870","Jacksonville, FL","0","False",".\data\clients\black_dragon\production_runtime\city_7e936870\production_asset_manifest.json"
"city_828fab47","Kansas City, MO","9","True",".\data\clients\black_dragon\production_runtime\city_828fab47\production_asset_manifest.json"
"city_20eb3715","Knoxville, TN","9","True",".\data\clients\black_dragon\production_runtime\city_20eb3715\production_asset_manifest.json"
"city_1138b2d4","Lakewood, CO","9","True",".\data\clients\black_dragon\production_runtime\city_1138b2d4\production_asset_manifest.json"
"city_b0cd67a6","Lansing, MI","9","True",".\data\clients\black_dragon\production_runtime\city_b0cd67a6\production_asset_manifest.json"
"city_fa4dd02c","Las Cruces, NM","9","True",".\data\clients\black_dragon\production_runtime\city_fa4dd02c\production_asset_manifest.json"
"city_f03b8f57","Las Vegas, NV","9","True",".\data\clients\black_dragon\production_runtime\city_f03b8f57\production_asset_manifest.json"
"city_6509ecc5","Lexington, KY","9","True",".\data\clients\black_dragon\production_runtime\city_6509ecc5\production_asset_manifest.json"
"city_0a31d438","Long Beach, CA","9","True",".\data\clients\black_dragon\production_runtime\city_0a31d438\production_asset_manifest.json"
"city_1f98af58","Los Angeles, CA","9","True",".\data\clients\black_dragon\production_runtime\city_1f98af58\production_asset_manifest.json"
"city_8e6f63cf","Louisville, KY","9","True",".\data\clients\black_dragon\production_runtime\city_8e6f63cf\production_asset_manifest.json"
"city_c79509a4","Memphis, TN","9","True",".\data\clients\black_dragon\production_runtime\city_c79509a4\production_asset_manifest.json"
"city_72c8b2f9","Meridian, ID","9","True",".\data\clients\black_dragon\production_runtime\city_72c8b2f9\production_asset_manifest.json"
"city_7d043dae","Mesa, AZ","9","True",".\data\clients\black_dragon\production_runtime\city_7d043dae\production_asset_manifest.json"
"city_53389926","Miami, FL","0","False",".\data\clients\black_dragon\production_runtime\city_53389926\production_asset_manifest.json"
"city_3fad7905","Milwaukee, WI","9","True",".\data\clients\black_dragon\production_runtime\city_3fad7905\production_asset_manifest.json"
"city_1fd1b37f","Minneapolis, MN","9","True",".\data\clients\black_dragon\production_runtime\city_1fd1b37f\production_asset_manifest.json"
"city_70af1d0e","Nampa, ID","9","True",".\data\clients\black_dragon\production_runtime\city_70af1d0e\production_asset_manifest.json"
"city_154a8fe9","Nashville, TN","9","True",".\data\clients\black_dragon\production_runtime\city_154a8fe9\production_asset_manifest.json"
"city_b5ad2562","New Orleans, LA","9","True",".\data\clients\black_dragon\production_runtime\city_b5ad2562\production_asset_manifest.json"
"city_3d50f2fd","New York, NY","9","True",".\data\clients\black_dragon\production_runtime\city_3d50f2fd\production_asset_manifest.json"
"city_9e7d2fb8","Norman, OK","9","True",".\data\clients\black_dragon\production_runtime\city_9e7d2fb8\production_asset_manifest.json"
"city_7662680f","North Las Vegas, NV","9","True",".\data\clients\black_dragon\production_runtime\city_7662680f\production_asset_manifest.json"
"city_8f664c09","Oakland, CA","9","True",".\data\clients\black_dragon\production_runtime\city_8f664c09\production_asset_manifest.json"
"city_a2cbee70","Oklahoma City, OK","9","True",".\data\clients\black_dragon\production_runtime\city_a2cbee70\production_asset_manifest.json"
"city_127606b4","Omaha, NE","9","True",".\data\clients\black_dragon\production_runtime\city_127606b4\production_asset_manifest.json"
"city_1e4fcd97","Orem, UT","9","True",".\data\clients\black_dragon\production_runtime\city_1e4fcd97\production_asset_manifest.json"
"city_18d738e7","Orlando, FL","0","False",".\data\clients\black_dragon\production_runtime\city_18d738e7\production_asset_manifest.json"
"city_17fcb829","Owensboro, KY","9","True",".\data\clients\black_dragon\production_runtime\city_17fcb829\production_asset_manifest.json"
"city_01f3a5ed","Philadelphia, PA","9","True",".\data\clients\black_dragon\production_runtime\city_01f3a5ed\production_asset_manifest.json"
"city_8635d5db","Phoenix, AZ","9","True",".\data\clients\black_dragon\production_runtime\city_8635d5db\production_asset_manifest.json"
"city_49bcf5c9","Pittsburgh, PA","9","True",".\data\clients\black_dragon\production_runtime\city_49bcf5c9\production_asset_manifest.json"
"city_4ada292b","Pocatello, ID","9","True",".\data\clients\black_dragon\production_runtime\city_4ada292b\production_asset_manifest.json"
"city_ab77b2a8","Portland, OR","9","True",".\data\clients\black_dragon\production_runtime\city_ab77b2a8\production_asset_manifest.json"
"city_b0c51a5d","Provo, UT","9","True",".\data\clients\black_dragon\production_runtime\city_b0c51a5d\production_asset_manifest.json"
"city_16f77904","Raleigh, NC","0","False",".\data\clients\black_dragon\production_runtime\city_16f77904\production_asset_manifest.json"
"city_b183167f","Reading, PA","9","True",".\data\clients\black_dragon\production_runtime\city_b183167f\production_asset_manifest.json"
"city_f48df4c8","Reno, NV","9","True",".\data\clients\black_dragon\production_runtime\city_f48df4c8\production_asset_manifest.json"
"city_5e423e03","Rio Rancho, NM","9","True",".\data\clients\black_dragon\production_runtime\city_5e423e03\production_asset_manifest.json"
"city_0d4f6d2f","Rochester, MN","9","True",".\data\clients\black_dragon\production_runtime\city_0d4f6d2f\production_asset_manifest.json"
"city_e1fe8704","Roswell, NM","9","True",".\data\clients\black_dragon\production_runtime\city_e1fe8704\production_asset_manifest.json"
"city_47748120","Sacramento, CA","9","True",".\data\clients\black_dragon\production_runtime\city_47748120\production_asset_manifest.json"
"city_b27a62e8","Salem, OR","9","True",".\data\clients\black_dragon\production_runtime\city_b27a62e8\production_asset_manifest.json"
"city_9b7d017c","Salt Lake City, UT","9","True",".\data\clients\black_dragon\production_runtime\city_9b7d017c\production_asset_manifest.json"
"city_c27d5d7f","San Antonio, TX","9","True",".\data\clients\black_dragon\production_runtime\city_c27d5d7f\production_asset_manifest.json"
"city_dd17b133","San Diego, CA","9","True",".\data\clients\black_dragon\production_runtime\city_dd17b133\production_asset_manifest.json"
"city_d2941d41","San Francisco, CA","9","True",".\data\clients\black_dragon\production_runtime\city_d2941d41\production_asset_manifest.json"
"city_759cd460","San Jose, CA","9","True",".\data\clients\black_dragon\production_runtime\city_759cd460\production_asset_manifest.json"
"city_60b147f2","Santa Fe, NM","9","True",".\data\clients\black_dragon\production_runtime\city_60b147f2\production_asset_manifest.json"
"city_c1a02fde","Scottsdale, AZ","9","True",".\data\clients\black_dragon\production_runtime\city_c1a02fde\production_asset_manifest.json"
"city_b7ea02a9","Seattle, WA","9","True",".\data\clients\black_dragon\production_runtime\city_b7ea02a9\production_asset_manifest.json"
"city_f7bb5b9c","Sparks, NV","9","True",".\data\clients\black_dragon\production_runtime\city_f7bb5b9c\production_asset_manifest.json"
"city_852df262","Spokane, WA","9","True",".\data\clients\black_dragon\production_runtime\city_852df262\production_asset_manifest.json"
"city_82649311","Springfield, MO","9","True",".\data\clients\black_dragon\production_runtime\city_82649311\production_asset_manifest.json"
"city_2a5ba728","St Louis, MO","9","True",".\data\clients\black_dragon\production_runtime\city_2a5ba728\production_asset_manifest.json"
"city_70207d8e","St Paul, MN","9","True",".\data\clients\black_dragon\production_runtime\city_70207d8e\production_asset_manifest.json"
"city_936f1437","St Petersburg, FL","0","False",".\data\clients\black_dragon\production_runtime\city_936f1437\production_asset_manifest.json"
"city_ef557a57","Tacoma, WA","9","True",".\data\clients\black_dragon\production_runtime\city_ef557a57\production_asset_manifest.json"
"city_af6fd06c","Tampa, FL","0","False",".\data\clients\black_dragon\production_runtime\city_af6fd06c\production_asset_manifest.json"
"city_4cbdb331","Toledo, OH","9","True",".\data\clients\black_dragon\production_runtime\city_4cbdb331\production_asset_manifest.json"
"city_b903b4d0","Tucson, AZ","9","True",".\data\clients\black_dragon\production_runtime\city_b903b4d0\production_asset_manifest.json"
"city_936b7d90","Tulsa, OK","9","True",".\data\clients\black_dragon\production_runtime\city_936b7d90\production_asset_manifest.json"
"city_82e75d40","Vancouver, WA","9","True",".\data\clients\black_dragon\production_runtime\city_82e75d40\production_asset_manifest.json"
"city_29cb8e76","Virginia Beach, VA","9","True",".\data\clients\black_dragon\production_runtime\city_29cb8e76\production_asset_manifest.json"
"city_5fedc010","Washington, DC","9","True",".\data\clients\black_dragon\production_runtime\city_5fedc010\production_asset_manifest.json"
"city_c084361b","West Jordan, UT","9","True",".\data\clients\black_dragon\production_runtime\city_c084361b\production_asset_manifest.json"
"city_b6773437","West Valley City, UT","9","True",".\data\clients\black_dragon\production_runtime\city_b6773437\production_asset_manifest.json"
"city_763449ef","Winston-Salem, NC","0","False",".\data\clients\black_dragon\production_runtime\city_763449ef\production_asset_manifest.json"
